satici_tip,Metrekare,Oda_Sayisi,il,Ilce,Mahalle,Tarih,fiyat
Emlak-ofisinden,280.0,4+1,Van,İpekyolu,Merkez,21 Mayıs  2025,11500000
Emlak-ofisinden,240.0,4+1,Van,İpekyolu,Merkez,21 Mayıs  2025,3600000
Emlak-ofisinden,90.0,2+1,Van,Erciş,Bilinmiyor,21 Mayıs  2025,2100000
Emlak-ofisinden,160.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2350000
Emlak-ofisinden,110.0,3+1,Van,Erciş,Bilinmiyor,21 Mayıs  2025,1880000
Emlak-ofisinden,150.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,4400000
Emlak-ofisinden,65.0,1+1,Van,İpekyolu,Merkez,21 Mayıs  2025,1500000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,3400000
Emlak-ofisinden,115.0,3+1,Van,Edremit,Bilinmiyor,21 Mayıs  2025,1495000
Emlak-ofisinden,55.0,1+1,Van,İpekyolu,Merkez,21 Mayıs  2025,1280000
Emlak-ofisinden,120.0,3+1,Van,Edremit,Bilinmiyor,21 Mayıs  2025,1790000
Emlak-ofisinden,90.0,2+1,Van,Tuşba,Merkez,21 Mayıs  2025,2600000
Emlak-ofisinden,90.0,2+1,Van,Tuşba,Merkez,21 Mayıs  2025,2600000
Emlak-ofisinden,320.0,4+1,Van,İpekyolu,Merkez,22 Mayıs  2025,8750000
Emlak-ofisinden,125.0,2+1,Van,İpekyolu,Merkez,22 Mayıs  2025,2785005
Emlak-ofisinden,55.0,1+1,Van,İpekyolu,Merkez,21 Mayıs  2025,1700000
Emlak-ofisinden,130.0,2+1,Van,Tuşba,Merkez,21 Mayıs  2025,2400000
Emlak-ofisinden,160.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2750000
Emlak-ofisinden,220.0,4+1,Van,İpekyolu,Merkez,22 Mayıs  2025,4350000
Emlak-ofisinden,125.0,3+1,Van,Edremit,Bilinmiyor,21 Mayıs  2025,1920000
Emlak-ofisinden,80.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,1480000
Emlak-ofisinden,120.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,3250000
Emlak-ofisinden,105.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2640000
Emlak-ofisinden,290.0,4+1,Van,İpekyolu,Merkez,21 Mayıs  2025,8500000
Emlak-ofisinden,95.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,3150000
Emlak-ofisinden,190.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,6250000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,22 Mayıs  2025,3050000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,4200000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,4750000
Emlak-ofisinden,88.0,2+1,Van,Tuşba,Merkez,21 Mayıs  2025,1020000
Emlak-ofisinden,95.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2680000
Emlak-ofisinden,100.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2600000
Emlak-ofisinden,210.0,4+1,Van,Edremit,Merkez,21 Mayıs  2025,6700000
Emlak-ofisinden,168.0,3+1,Van,İpekyolu,Merkez,22 Mayıs  2025,5399999
Emlak-ofisinden,190.0,3+1,Van,İpekyolu,Merkez,23 Mayıs  2025,7000000
Emlak-ofisinden,100.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,3500000
Emlak-ofisinden,140.0,3+1,Van,İpekyolu,Merkez,23 Mayıs  2025,4850000
Emlak-ofisinden,350.0,5+1,Van,İpekyolu,Merkez,21 Mayıs  2025,4750000
Emlak-ofisinden,135.0,2+1,Van,İpekyolu,Merkez,22 Mayıs  2025,3000000
Emlak-ofisinden,155.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2810000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,3100000
Emlak-ofisinden,100.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,3550000
Emlak-ofisinden,90.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2550000
Emlak-ofisinden,220.0,4+1,Van,İpekyolu,Merkez,21 Mayıs  2025,7500000
Emlak-ofisinden,110.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2900000
Emlak-ofisinden,120.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2600000
Emlak-ofisinden,135.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,4500000
Emlak-ofisinden,175.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,3700000
Emlak-ofisinden,230.0,3.5+1,Van,İpekyolu,Merkez,21 Mayıs  2025,3400000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,6500000
Emlak-ofisinden,200.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,5150000
Emlak-ofisinden,115.0,2+1,Van,Edremit,Bilinmiyor,22 Mayıs  2025,2850000
Emlak-ofisinden,100.0,2+1,Van,İpekyolu,Merkez,22 Mayıs  2025,2560000
Emlak-ofisinden,65.0,1+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2250000
Emlak-ofisinden,105.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2950000
Emlak-ofisinden,90.0,2+1,Van,İpekyolu,Merkez,22 Mayıs  2025,2525000
Emlak-ofisinden,85.0,2+1,Van,İpekyolu,Merkez,22 Mayıs  2025,2500000
Emlak-ofisinden,165.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,4000000
Emlak-ofisinden,100.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2550000
Emlak-ofisinden,110.0,3+1,Van,İpekyolu,Merkez,22 Mayıs  2025,2200000
Emlak-ofisinden,100.0,2+1,Van,Edremit,Bilinmiyor,21 Mayıs  2025,1570000
Emlak-ofisinden,90.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2550000
Emlak-ofisinden,200.0,3+1,Van,İpekyolu,Merkez,22 Mayıs  2025,4150000
Emlak-ofisinden,165.0,3+1,Van,İpekyolu,Merkez,23 Mayıs  2025,3800000
Emlak-ofisinden,155.0,3+1,Van,Erciş,Bilinmiyor,21 Mayıs  2025,3500000
Emlak-ofisinden,110.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2550000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2800000
Emlak-ofisinden,55.0,1+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2050000
Emlak-ofisinden,240.0,4+1,Van,İpekyolu,Merkez,21 Mayıs  2025,5150000
Emlak-ofisinden,165.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,4550000
Emlak-ofisinden,190.0,3+1,Van,İpekyolu,Merkez,22 Mayıs  2025,3900000
Emlak-ofisinden,105.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2530000
Emlak-ofisinden,85.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2450000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2800000
Emlak-ofisinden,165.0,3+1,Van,İpekyolu,Merkez,22 Mayıs  2025,4500000
Emlak-ofisinden,195.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,5800000
Emlak-ofisinden,300.0,4+1,Van,Erciş,Bilinmiyor,20 Mayıs  2025,3450000
Emlak-ofisinden,120.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,3900000
Emlak-ofisinden,146.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,4750000
Emlak-ofisinden,150.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,3850000
Emlak-ofisinden,270.0,4+1,Van,İpekyolu,Merkez,20 Mayıs  2025,8500000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,4200000
Emlak-ofisinden,100.0,2+1,Van,Tuşba,Merkez,20 Mayıs  2025,2900000
Emlak-ofisinden,85.0,1+1,Van,Erciş,Bilinmiyor,21 Mayıs  2025,1500000
Emlak-ofisinden,105.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2830000
Emlak-ofisinden,140.0,3+1,Van,Erciş,Bilinmiyor,20 Mayıs  2025,2650000
Emlak-ofisinden,165.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,4900000
Emlak-ofisinden,65.0,1+1,Van,İpekyolu,Merkez,20 Mayıs  2025,1225000
Emlak-ofisinden,195.0,4+1,Van,İpekyolu,Merkez,21 Mayıs  2025,6500000
Emlak-ofisinden,80.0,2+1,Van,İpekyolu,Merkez,20 Mayıs  2025,2250000
Emlak-ofisinden,160.0,3+1,Van,Tuşba,Merkez,20 Mayıs  2025,3950000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,4800000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,6500000
Emlak-ofisinden,100.0,1+1,Van,Erciş,Bilinmiyor,22 Mayıs  2025,1550000
Emlak-ofisinden,180.0,3+1,Van,Tuşba,Merkez,20 Mayıs  2025,4100000
Emlak-ofisinden,180.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,4050000
Emlak-ofisinden,300.0,4+1,Van,İpekyolu,Merkez,20 Mayıs  2025,6500000
Emlak-ofisinden,220.0,4+1,Van,İpekyolu,Merkez,20 Mayıs  2025,3500000
Emlak-ofisinden,110.0,3+1,Van,Tuşba,Merkez,20 Mayıs  2025,2275000
Emlak-ofisinden,190.0,3+1,Van,Edremit,Merkez,20 Mayıs  2025,6750000
Emlak-ofisinden,155.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,3895000
Emlak-ofisinden,103.0,3+1,Van,Gevaş,Bilinmiyor,20 Mayıs  2025,2800000
Emlak-ofisinden,175.0,3+1,Van,Tuşba,Merkez,21 Mayıs  2025,4200000
Emlak-ofisinden,165.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,5000000
Emlak-ofisinden,110.0,3+1,Van,Edremit,Bilinmiyor,20 Mayıs  2025,1975000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,4550000
Emlak-ofisinden,155.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,5250000
Emlak-ofisinden,110.0,2+1,Van,İpekyolu,Merkez,20 Mayıs  2025,2550000
Emlak-ofisinden,120.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,3150000
Emlak-ofisinden,110.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,3900000
Emlak-ofisinden,95.0,2+1,Van,İpekyolu,Merkez,20 Mayıs  2025,2430000
Emlak-ofisinden,149.0,2+1,Van,Tuşba,Merkez,20 Mayıs  2025,3900000
Emlak-ofisinden,45.0,1+1,Van,İpekyolu,Merkez,20 Mayıs  2025,900000
Emlak-ofisinden,55.0,1+1,Van,İpekyolu,Merkez,20 Mayıs  2025,1550000
Emlak-ofisinden,130.0,2+1,Van,İpekyolu,Merkez,20 Mayıs  2025,2700000
Emlak-ofisinden,115.0,2+1,Van,İpekyolu,Merkez,20 Mayıs  2025,1500000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,22 Mayıs  2025,5785000
Emlak-ofisinden,175.0,3+1,Van,Tuşba,Merkez,20 Mayıs  2025,4450000
Emlak-ofisinden,93.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2750000
Emlak-ofisinden,90.0,2+1,Van,İpekyolu,Merkez,20 Mayıs  2025,2500000
Emlak-ofisinden,100.0,2+1,Van,İpekyolu,Merkez,20 Mayıs  2025,2500000
Emlak-ofisinden,120.0,2+1,Van,İpekyolu,Merkez,20 Mayıs  2025,3150000
Emlak-ofisinden,165.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,3500000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,4300000
Emlak-ofisinden,125.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,4090000
Emlak-ofisinden,220.0,4+1,Van,İpekyolu,Merkez,20 Mayıs  2025,4800000
Emlak-ofisinden,70.0,1+1,Van,İpekyolu,Merkez,22 Mayıs  2025,1750000
Emlak-ofisinden,65.0,1+1,Van,İpekyolu,Merkez,20 Mayıs  2025,1700000
Emlak-ofisinden,110.0,3+1,Van,Edremit,Bilinmiyor,20 Mayıs  2025,1900000
Emlak-ofisinden,75.0,1+1,Van,İpekyolu,Merkez,20 Mayıs  2025,1630000
Emlak-ofisinden,50.0,1+1,Van,İpekyolu,Merkez,20 Mayıs  2025,1500000
Emlak-ofisinden,170.0,3+1,Van,Edremit,Bilinmiyor,20 Mayıs  2025,7550000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,2950000
Emlak-ofisinden,80.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2400000
Emlak-ofisinden,250.0,5+1,Van,İpekyolu,Merkez,21 Mayıs  2025,5150000
Emlak-ofisinden,105.0,3+1,Van,Edremit,Bilinmiyor,20 Mayıs  2025,2050000
Emlak-ofisinden,195.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,4500000
Emlak-ofisinden,85.0,2+1,Van,İpekyolu,Merkez,20 Mayıs  2025,1350000
Emlak-ofisinden,105.0,2+1,Van,İpekyolu,Merkez,12 Mayıs  2025,2875000
Emlak-ofisinden,145.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,3450000
Emlak-ofisinden,165.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,4300000
Emlak-ofisinden,150.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,3850000
Emlak-ofisinden,145.0,3+1,Van,Tuşba,Merkez,19 Mayıs  2025,2675000
Emlak-ofisinden,130.0,3+1,Van,Edremit,Merkez,19 Mayıs  2025,2100000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,3200000
Emlak-ofisinden,250.0,4+1,Van,İpekyolu,Merkez,19 Mayıs  2025,8750000
Emlak-ofisinden,145.0,3+1,Van,Erciş,Bilinmiyor,12 Mayıs  2025,3450000
Emlak-ofisinden,100.0,2+1,Van,Edremit,Merkez,19 Mayıs  2025,2750000
Emlak-ofisinden,230.0,4+1,Van,İpekyolu,Merkez,19 Mayıs  2025,7150000
Emlak-ofisinden,45.0,1+1,Van,Erciş,Bilinmiyor,21 Mayıs  2025,800000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,3650000
Emlak-ofisinden,112.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,3350000
Emlak-ofisinden,140.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,3750000
Emlak-ofisinden,65.0,1+1,Van,İpekyolu,Merkez,19 Mayıs  2025,1735000
Emlak-ofisinden,125.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,1545000
Emlak-ofisinden,240.0,4+1,Van,Edremit,Bilinmiyor,19 Mayıs  2025,9750000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,4400000
Emlak-ofisinden,155.0,3+1,Van,Tuşba,Merkez,13 Mayıs  2025,3600000
Emlak-ofisinden,150.0,2+1,Van,Edremit,Bilinmiyor,19 Mayıs  2025,2450000
Emlak-ofisinden,98.0,3+1,Van,Gevaş,Bilinmiyor,20 Mayıs  2025,2200000
Emlak-ofisinden,210.0,4+1,Van,İpekyolu,Merkez,20 Mayıs  2025,4595000
Emlak-ofisinden,215.0,4+1,Van,İpekyolu,Merkez,20 Mayıs  2025,4250000
Emlak-ofisinden,115.0,2+1,Van,İpekyolu,Merkez,21 Mayıs  2025,2900000
Emlak-ofisinden,180.0,4+1,Van,İpekyolu,Merkez,19 Mayıs  2025,3750000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,3985000
Emlak-ofisinden,220.0,4+1,Van,İpekyolu,Merkez,19 Mayıs  2025,4600000
Emlak-ofisinden,150.0,2+1,Van,Gevaş,Bilinmiyor,20 Mayıs  2025,4300000
Emlak-ofisinden,100.0,2+1,Van,İpekyolu,Merkez,19 Mayıs  2025,2600000
Emlak-ofisinden,240.0,4+1,Van,İpekyolu,Merkez,19 Mayıs  2025,2775000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,4300000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,3650000
Emlak-ofisinden,220.0,4+1,Van,İpekyolu,Merkez,19 Mayıs  2025,3450000
Emlak-ofisinden,237.0,4+2,Van,Edremit,Bilinmiyor,20 Mayıs  2025,11000000
Emlak-ofisinden,65.0,1+1,Van,İpekyolu,Merkez,19 Mayıs  2025,1550000
Emlak-ofisinden,185.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,4200000
Emlak-ofisinden,55.0,1+1,Van,İpekyolu,Merkez,20 Mayıs  2025,1550000
Emlak-ofisinden,65.0,1+1,Van,İpekyolu,Merkez,19 Mayıs  2025,1550000
Emlak-ofisinden,185.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,4200000
Emlak-ofisinden,195.0,4+1,Van,İpekyolu,Merkez,19 Mayıs  2025,4750000
Emlak-ofisinden,110.0,2+1,Van,İpekyolu,Merkez,19 Mayıs  2025,4250000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,4900000
Emlak-ofisinden,110.0,3+1,Van,Tuşba,Merkez,19 Mayıs  2025,2190000
Emlak-ofisinden,180.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,3880000
Emlak-ofisinden,215.0,5+1,Van,İpekyolu,Merkez,20 Mayıs  2025,4875000
Emlak-ofisinden,140.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,2550000
Emlak-ofisinden,165.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,4450000
Emlak-ofisinden,100.0,2+1,Van,İpekyolu,Merkez,19 Mayıs  2025,2490000
Emlak-ofisinden,110.0,2+1,Van,İpekyolu,Merkez,19 Mayıs  2025,4200000
Emlak-ofisinden,190.0,4+1,Van,İpekyolu,Merkez,19 Mayıs  2025,5150000
Emlak-ofisinden,45.0,1+1,Van,İpekyolu,Merkez,19 Mayıs  2025,1375000
Emlak-ofisinden,185.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,2530000
Emlak-ofisinden,50.0,1+1,Van,Tuşba,Merkez,20 Mayıs  2025,1400000
Emlak-ofisinden,100.0,2+1,Van,Erciş,Bilinmiyor,20 Mayıs  2025,1750000
Emlak-ofisinden,110.0,3+1,Van,Tuşba,Merkez,18 Mayıs  2025,2950000
Emlak-ofisinden,180.0,3+1,Van,İpekyolu,Merkez,18 Mayıs  2025,3700000
Emlak-ofisinden,126.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,2800000
Emlak-ofisinden,215.0,4+1,Van,İpekyolu,Merkez,18 Mayıs  2025,3725000
Emlak-ofisinden,126.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,2800000
Emlak-ofisinden,215.0,4+1,Van,İpekyolu,Merkez,18 Mayıs  2025,3725000
Emlak-ofisinden,155.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,4800000
Emlak-ofisinden,515.0,3+1,Van,Tuşba,Merkez,18 Mayıs  2025,7900000
Emlak-ofisinden,52.0,1+1,Van,İpekyolu,Merkez,18 Mayıs  2025,1540000
Emlak-ofisinden,80.0,2+1,Van,İpekyolu,Merkez,20 Mayıs  2025,840000
Emlak-ofisinden,95.0,2+1,Van,İpekyolu,Merkez,19 Mayıs  2025,2000000
Emlak-ofisinden,190.0,3+1,Van,Edremit,Bilinmiyor,18 Mayıs  2025,5950000
Emlak-ofisinden,180.0,4+1,Van,Edremit,Bilinmiyor,18 Mayıs  2025,5500000
Emlak-ofisinden,215.0,4+1,Van,İpekyolu,Merkez,18 Mayıs  2025,7200000
Emlak-ofisinden,300.0,4+2,Van,Edremit,Bilinmiyor,18 Mayıs  2025,8000000
Emlak-ofisinden,175.0,3+1,Van,İpekyolu,Merkez,18 Mayıs  2025,5800000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,21 Mayıs  2025,5500000
Emlak-ofisinden,165.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,5350000
Emlak-ofisinden,100.0,3+1,Van,Erciş,Bilinmiyor,22 Mayıs  2025,1850000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,3775000
Emlak-ofisinden,230.0,4+1,Van,İpekyolu,Merkez,11 Mayıs  2025,2900000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,5750000
Emlak-ofisinden,165.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,3100000
Emlak-ofisinden,180.0,3+1,Van,Tuşba,Merkez,19 Mayıs  2025,3950000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,6000000
Emlak-ofisinden,200.0,3+1,Van,Edremit,Bilinmiyor,18 Mayıs  2025,4700000
Emlak-ofisinden,60.0,1+1,Van,İpekyolu,Merkez,19 Mayıs  2025,1575000
Emlak-ofisinden,97.0,2+1,Van,Gevaş,Bilinmiyor,20 Mayıs  2025,2850000
Emlak-ofisinden,60.0,1+1,Van,İpekyolu,Merkez,20 Mayıs  2025,1450000
Emlak-ofisinden,50.0,1+1,Van,İpekyolu,Merkez,18 Mayıs  2025,1370000
Emlak-ofisinden,138.0,3+1,Van,İpekyolu,Merkez,18 Mayıs  2025,3650000
Emlak-ofisinden,50.0,1+1,Van,İpekyolu,Merkez,19 Mayıs  2025,1280000
Emlak-ofisinden,70.0,1+1,Van,İpekyolu,Merkez,20 Mayıs  2025,1050000
Emlak-ofisinden,300.0,4+1,Van,İpekyolu,Merkez,19 Mayıs  2025,4900000
Emlak-ofisinden,120.0,3+1,Van,Tuşba,Merkez,18 Mayıs  2025,2050000
Emlak-ofisinden,65.0,1+1,Van,İpekyolu,Merkez,20 Mayıs  2025,1295000
Emlak-ofisinden,60.0,1+1,Van,İpekyolu,Merkez,18 Mayıs  2025,1585000
Emlak-ofisinden,220.0,4+1,Van,İpekyolu,Merkez,20 Mayıs  2025,6350000
Emlak-ofisinden,67.0,1+1,Van,İpekyolu,Merkez,18 Mayıs  2025,1735000
Emlak-ofisinden,175.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,5000000
Emlak-ofisinden,60.0,1+1,Van,İpekyolu,Merkez,20 Mayıs  2025,1590000
Emlak-ofisinden,72.0,1+1,Van,İpekyolu,Merkez,19 Mayıs  2025,750000
Emlak-ofisinden,210.0,3.5+1,Van,Edremit,Bilinmiyor,19 Mayıs  2025,8150000
Emlak-ofisinden,178.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,5100000
Emlak-ofisinden,140.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,2900000
Emlak-ofisinden,130.0,2+1,Van,İpekyolu,Merkez,18 Mayıs  2025,3150000
Emlak-ofisinden,45.0,1+1,Van,İpekyolu,Merkez,19 Mayıs  2025,1684750
Emlak-ofisinden,110.0,3+1,Van,Erciş,Bilinmiyor,18 Mayıs  2025,1700000
Emlak-ofisinden,206.0,4+1,Van,İpekyolu,Merkez,18 Mayıs  2025,6400000
Emlak-ofisinden,60.0,1+1,Van,Erciş,Bilinmiyor,17 Mayıs  2025,1275000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,17 Mayıs  2025,4650000
Emlak-ofisinden,55.0,1+1,Van,Tuşba,Merkez,17 Mayıs  2025,1440000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,3500000
Emlak-ofisinden,100.0,2+1,Van,İpekyolu,Merkez,17 Mayıs  2025,2350000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,19 Mayıs  2025,2750000
Emlak-ofisinden,367.0,4+1,Van,İpekyolu,Merkez,17 Mayıs  2025,3200000
Emlak-ofisinden,58.0,1+1,Van,İpekyolu,Merkez,17 Mayıs  2025,1560000
Emlak-ofisinden,150.0,3+1,Van,İpekyolu,Merkez,17 Mayıs  2025,3140000
Emlak-ofisinden,130.0,3+1,Van,Edremit,Bilinmiyor,17 Mayıs  2025,1950000
Emlak-ofisinden,170.0,3+1,Van,Edremit,Bilinmiyor,18 Mayıs  2025,6250000
Emlak-ofisinden,55.0,1+1,Van,İpekyolu,Merkez,17 Mayıs  2025,1300000
Emlak-ofisinden,65.0,1+1,Van,Erciş,Bilinmiyor,17 Mayıs  2025,1385000
Emlak-ofisinden,108.0,2+1,Van,İpekyolu,Merkez,19 Mayıs  2025,3550000
Emlak-ofisinden,115.0,3+1,Van,Erciş,Bilinmiyor,22 Mayıs  2025,2150000
Emlak-ofisinden,105.0,2+1,Van,İpekyolu,Merkez,10 Mayıs  2025,2275000
Emlak-ofisinden,180.0,3+1,Van,İpekyolu,Merkez,17 Mayıs  2025,3500000
Emlak-ofisinden,105.0,2+1,Van,Erciş,Bilinmiyor,17 Mayıs  2025,2600000
Emlak-ofisinden,130.0,2+1,Van,İpekyolu,Merkez,17 Mayıs  2025,3290000
Emlak-ofisinden,210.0,3+1,Van,İpekyolu,Merkez,17 Mayıs  2025,3750000
Emlak-ofisinden,170.0,3+1,Van,Edremit,Bilinmiyor,17 Mayıs  2025,6750000
Emlak-ofisinden,120.0,3+1,Van,Edremit,Merkez,17 Mayıs  2025,2850000
Emlak-ofisinden,120.0,2+1,Van,İpekyolu,Merkez,17 Mayıs  2025,2095000
Emlak-ofisinden,280.0,4+2,Van,Erciş,Bilinmiyor,17 Mayıs  2025,2650000
Emlak-ofisinden,62.0,1+1,Van,İpekyolu,Merkez,17 Mayıs  2025,1550000
Emlak-ofisinden,150.0,3+1,Van,İpekyolu,Merkez,18 Mayıs  2025,3150000
Emlak-ofisinden,280.0,4+2,Van,Tuşba,Merkez,17 Mayıs  2025,6650000
Emlak-ofisinden,45.0,1+1,Van,İpekyolu,Merkez,17 Mayıs  2025,1490000
Emlak-ofisinden,160.0,3+1,Van,İpekyolu,Merkez,17 Mayıs  2025,4950000
Emlak-ofisinden,520.0,6+2,Van,İpekyolu,Merkez,17 Mayıs  2025,13000000
Emlak-ofisinden,170.0,3+1,Van,İpekyolu,Merkez,17 Mayıs  2025,3800000
Emlak-ofisinden,125.0,3+1,Van,Edremit,Bilinmiyor,17 Mayıs  2025,1800000
Emlak-ofisinden,100.0,3+1,Van,Erciş,Bilinmiyor,17 Mayıs  2025,1550000
Emlak-ofisinden,165.0,3+1,Van,İpekyolu,Merkez,20 Mayıs  2025,5500000
Emlak-ofisinden,140.0,3+1,Van,Erciş,Bilinmiyor,17 Mayıs  2025,2650000
Emlak-ofisinden,55.0,1+1,Van,İpekyolu,Merkez,19 Mayıs  2025,720000
Emlak-ofisinden,320.0,4+2,Van,İpekyolu,Merkez,17 Mayıs  2025,5500000
Emlak-ofisinden,187.0,3+1,Van,Edremit,Bilinmiyor,17 Mayıs  2025,6750000
Emlak-ofisinden,250.0,3+1,Van,İpekyolu,Merkez,17 Mayıs  2025,6650000
Emlak-ofisinden,95.0,2+1,Van,İpekyolu,Merkez,17 Mayıs  2025,2650000
Emlak-ofisinden,55.0,1+1,Van,İpekyolu,Merkez,17 Mayıs  2025,1550000
